iter	Logloss
221	0.1473107609
222	0.1472684766
223	0.147246278
224	0.1471284051
225	0.1470693818
226	0.1470387288
227	0.1470339271
228	0.1469537666
229	0.146866523
230	0.146783863
231	0.1467007265
232	0.1466318583
233	0.1464785635
234	0.1464371879
235	0.1463577384
236	0.1462744227
237	0.1462359914
238	0.1462100727
239	0.1461857215
240	0.1460962228
241	0.1460442873
242	0.1459843186
243	0.145859039
244	0.1458263112
245	0.1457988048
246	0.145715156
247	0.1456285907
248	0.1455920928
249	0.1454391635
250	0.1453208928
251	0.1452206162
252	0.1451784169
253	0.1450985529
254	0.1450097985
255	0.1449670228
256	0.1448440509
257	0.144815589
258	0.1447215013
259	0.1446866641
260	0.1446362346
261	0.1445777552
262	0.1445313471
263	0.1445092837
264	0.1444835571
265	0.1444116775
266	0.1443243737
267	0.1442688804
268	0.1442023619
269	0.144120168
270	0.1441059541
271	0.1440379255
272	0.1439486705
273	0.1438713402
274	0.1438090844
275	0.143752054
276	0.1437156397
277	0.1436269353
278	0.1435785107
279	0.1435163478
280	0.143480288
281	0.1433795626
282	0.143326052
283	0.1432252189
284	0.1431807908
285	0.1431422129
286	0.1430915851
287	0.1430272663
288	0.1429838556
289	0.142915185
290	0.1428690137
291	0.1428218019
292	0.1427680743
293	0.1427204143
294	0.1426943004
295	0.1426491654
296	0.1425906915
297	0.1425661104
298	0.1425412806
299	0.1424801021
300	0.1424357667
301	0.1423653482
302	0.1423008066
303	0.1422292439
304	0.1421654512
305	0.1421184757
306	0.1420343722
307	0.141943407
308	0.1418256751
309	0.1416914509
310	0.1416263969
311	0.1415682127
312	0.1415117229
313	0.1414779855
314	0.1414295904
315	0.1414218991
316	0.141325305
317	0.1412789983
318	0.141243531
319	0.1411851077
320	0.1411292389
321	0.1410552591
322	0.1409685623
323	0.1409431579
324	0.1408860819
325	0.1408417514
326	0.1407844278
327	0.1407349685
328	0.140716124
329	0.1406948086
330	0.1406457888
331	0.1405779458
332	0.1405049544
333	0.1404167626
334	0.1403669913
335	0.1403124278
336	0.1402343392
337	0.1401773547
338	0.140113357
339	0.1401080669
340	0.1400763152
341	0.1400181449
342	0.1399965931
343	0.1399461912
344	0.1398825529
345	0.13982319
346	0.1398231284
347	0.1397578391
348	0.1397196154
349	0.1397019591
350	0.139648607
351	0.139566288
352	0.139450518
353	0.1393835958
354	0.1393220623
355	0.1392427968
356	0.1392427815
357	0.139174006
358	0.1391574367
359	0.1391411775
360	0.1391111996
361	0.1390914273
362	0.1390462323
363	0.1390350011
364	0.1390114861
365	0.1389416732
366	0.1389201456
367	0.1387768981
368	0.1387281427
369	0.1386771691
370	0.1386176204
371	0.1384962974
372	0.138461278
373	0.1384148993
374	0.138394413
375	0.1383943891
376	0.1383556965
377	0.138285451
378	0.138260855
379	0.1381676047
380	0.1381470393
381	0.1380681121
382	0.1379915587
383	0.1379570549
384	0.1379569929
385	0.1378955096
386	0.1378555261
387	0.1377794012
388	0.137695972
389	0.1376541231
390	0.1376074617
391	0.1375479287
392	0.1374821847
393	0.1374152279
394	0.1373958215
395	0.1373379656
396	0.1373141101
397	0.1372563949
398	0.1372423711
399	0.1371924372
400	0.1371357033
401	0.1370443613
402	0.1370206427
403	0.1369844963
404	0.1369728876
405	0.1369415942
406	0.1369223141
407	0.136883543
408	0.1368089382
409	0.1367479315
410	0.136693758
411	0.1366356092
412	0.1365702748
413	0.1365262061
414	0.1364081423
415	0.1363675838
416	0.13629765
417	0.1362095679
418	0.1361980319
419	0.1361711456
420	0.1361460621
421	0.13610593
422	0.1360576949
423	0.135985203
424	0.1359292499
425	0.1358340758
426	0.1357374337
427	0.1356960843
428	0.135611242
429	0.1355432072
430	0.1354427956
431	0.1354427769
432	0.1353988474
433	0.135378903
434	0.1353205927
435	0.1352676609
436	0.1352516821
437	0.1352413479
438	0.1352334684
439	0.1352201166
440	0.1351859353
441	0.1351824171
442	0.1351533957
443	0.135117379
444	0.1350404146
445	0.1350251906
446	0.1349790989
447	0.1349127615
448	0.1348777391
449	0.1348375103
450	0.1347895965
451	0.1347208393
452	0.1346795843
453	0.1346283462
454	0.1345965719
455	0.1345963407
456	0.1345874853
457	0.1345457485
458	0.1345091576
459	0.1344677886
460	0.1344259738
461	0.13441285
462	0.1343503418
463	0.1342900217
464	0.1342737314
465	0.1342512124
466	0.134129229
467	0.1340576815
468	0.1340239605
469	0.1340102432
470	0.1340102388
471	0.133983955
472	0.1339324886
473	0.1339158018
474	0.1339122815
475	0.1338436073
476	0.1338297182
477	0.133822544
478	0.1338196404
479	0.1338054302
480	0.1337878095
481	0.1337445274
482	0.1336818924
483	0.1336587317
484	0.1336116406
485	0.1335110513
486	0.1334605903
487	0.1333899972
488	0.133312824
489	0.1332561741
490	0.1331755396
491	0.1331070582
492	0.1330946964
493	0.1329939743
494	0.1329535622
495	0.1329227138
496	0.1328973822
497	0.1328538421
498	0.1328051286
499	0.1328050423
500	0.1327916408
501	0.132750955
502	0.132715732
503	0.1326641642
504	0.1326002478
505	0.1325604431
506	0.132454924
507	0.132410458
508	0.1323760989
509	0.1323319111
510	0.1321421576
511	0.132072987
512	0.1319241043
513	0.1318427285
514	0.1318205764
515	0.1318167751
516	0.1317720512
517	0.1316922758
518	0.1316330381
519	0.1315451151
520	0.1314975599
521	0.1314098492
522	0.1313766644
523	0.1313107447
524	0.1312538922
525	0.1312538472
526	0.1312053348
527	0.1311902111
528	0.1311350939
529	0.1310589294
530	0.1309948617
531	0.1309651826
532	0.1308278154
533	0.1307849315
534	0.130722194
535	0.1307091346
536	0.1306742004
537	0.1305791852
538	0.1305452891
539	0.1305119269
540	0.130456914
541	0.1303816963
542	0.1303248685
543	0.1303057254
544	0.1302530169
545	0.1302409443
546	0.1301977859
547	0.1301865966
548	0.1301609124
549	0.1301384212
550	0.1300582918
551	0.1299329715
552	0.1298693608
553	0.1298632365
554	0.1298416569
555	0.129799021
556	0.1297057606
557	0.1296678455
558	0.1296307568
559	0.1295649399
560	0.1295410452
561	0.12948364
562	0.1293563819
563	0.1293053316
564	0.1292843734
565	0.1292108147
566	0.1291572419
567	0.1290998647
568	0.1290727102
569	0.129010703
570	0.1289913615
571	0.128963654
572	0.1289185127
573	0.1288697286
574	0.1288592784
575	0.1287429949
576	0.1286958293
577	0.1286678363
578	0.1285872525
579	0.1285128666
580	0.1284793762
581	0.1284435366
582	0.1284054071
583	0.1283966028
584	0.1283235144
585	0.1282757654
586	0.1282362233
587	0.1282028793
588	0.1281616395
589	0.1281423109
590	0.128115522
591	0.1280437183
592	0.1279496848
593	0.1277803054
594	0.1277604186
595	0.1276696935
596	0.1275926121
597	0.1275662544
598	0.1275411783
599	0.1274863844
600	0.1274374479
601	0.1274084142
602	0.1273426018
603	0.1272835126
604	0.1272676901
605	0.1272254911
606	0.1270685533
607	0.1270063827
608	0.1268330969
609	0.126776555
610	0.1267605532
611	0.1267142838
612	0.126693633
613	0.1266374612
614	0.1266313444
615	0.1266111831
616	0.1265739332
617	0.1265551441
618	0.1264652973
619	0.1264329438
620	0.126378766
621	0.1263508354
622	0.1263099468
623	0.1261954962
624	0.1261295618
625	0.1260739876
626	0.1260120176
627	0.1259960773
628	0.1259321172
629	0.125900669
630	0.1258659402
631	0.1257349611
632	0.1256695469
633	0.1256427417
634	0.1255013166
635	0.1254980655
636	0.1254628509
637	0.1254489321
638	0.1254390096
639	0.1254060908
640	0.1253560225
641	0.1253160301
642	0.12528543
643	0.1252488991
644	0.1251960463
645	0.1251803862
646	0.1251452471
647	0.1250513947
648	0.1249183222
649	0.1248366215
650	0.1247894125
651	0.1247740413
652	0.1247242374
653	0.1246685421
654	0.1245527025
655	0.1245142697
656	0.1244355427
657	0.1244175977
658	0.1243967387
659	0.1243272757
660	0.124304702
661	0.1241593674
662	0.1241198997
663	0.1240223428
664	0.1239989594
665	0.123950993
666	0.1239147138
667	0.1238574473
668	0.1237767773
669	0.1237468774
670	0.1237237858
671	0.1237080951
672	0.1236556369
673	0.1236012713
674	0.1236012598
675	0.1235370577
676	0.1234836857
677	0.1233918904
678	0.1233799925
679	0.1233304417
680	0.1233159015
681	0.1232762029
682	0.1232251134
683	0.1231873858
684	0.1231559798
685	0.1230987304
686	0.1230725637
687	0.123050665
688	0.1230219695
689	0.1229935483
690	0.122965466
691	0.1229426769
692	0.1229176555
693	0.1228642247
694	0.1228402462
695	0.1228049787
696	0.1227408458
697	0.1227116698
698	0.1226813268
699	0.1226698421
700	0.1226411392
701	0.12258566
702	0.1225584816
703	0.1225539937
704	0.1225512911
705	0.1225349136
706	0.1225210381
707	0.1225131214
708	0.1224781453
709	0.122434227
710	0.1223492933
711	0.1222595428
712	0.1221592553
713	0.1220977613
714	0.1220791874
715	0.1220459281
716	0.1220366874
717	0.1219429832
718	0.1218081262
719	0.1217961473
720	0.1217768144
721	0.1217499601
722	0.1217429929
723	0.1216997405
724	0.121656626
725	0.121593409
726	0.1215606406
727	0.1215442689
728	0.1215256366
729	0.1215019939
730	0.1214964609
731	0.121478574
732	0.1214357799
733	0.1214026476
734	0.1213401439
735	0.1213018984
736	0.1212252748
737	0.1212019648
738	0.1211685352
739	0.1211102923
740	0.1210599772
741	0.1210353267
742	0.1210182864
743	0.1209749846
744	0.1209230395
745	0.1208336021
746	0.1207602539
747	0.1207161564
748	0.1206214312
749	0.1205968924
750	0.1205637792
751	0.1204495655
752	0.120405232
753	0.1203528213
754	0.120338166
755	0.1202597662
756	0.1202406094
757	0.1202276558
758	0.120202825
759	0.1201851659
760	0.120163811
761	0.1201462236
762	0.1200896462
763	0.1200092441
764	0.1199784935
765	0.1199487274
766	0.1199193705
767	0.1199192785
768	0.1198904893
769	0.1198198409
770	0.1197546769
771	0.1197311017
772	0.1197005882
773	0.1196652655
774	0.1196194355
775	0.1195922809
776	0.1195440287
777	0.1194606018
778	0.1194433852
779	0.1193952483
780	0.1193592397
781	0.1192631138
782	0.1192230529
783	0.1191891116
784	0.1191041018
785	0.1190888499
786	0.1190211349
787	0.1189338666
788	0.1188940109
789	0.1188349952
790	0.1188114131
791	0.11877435
792	0.1187000281
793	0.11868974
794	0.1186808139
795	0.1186522173
796	0.1186034719
797	0.1185689587
798	0.1185541066
799	0.1185326126
800	0.1184707972
801	0.1184517303
802	0.1184219272
803	0.1184186596
804	0.1183806625
805	0.1183636131
806	0.118261496
807	0.1181974685
808	0.1181716454
809	0.1180429404
810	0.1179702956
811	0.1179519168
812	0.1179097973
813	0.1178408734
814	0.1177691232
815	0.1177280295
816	0.1176907302
817	0.1176587179
818	0.1175871697
819	0.1175762426
820	0.1174879805
821	0.1174414799
822	0.1173710612
823	0.1173448854
824	0.1173234693
825	0.117323468
826	0.117312477
827	0.1173062579
828	0.1172482739
829	0.1171121256
830	0.1170668914
831	0.1170452303
832	0.1169770634
833	0.1169272284
834	0.1168683427
835	0.1168155586
836	0.1167515826
837	0.1166590957
838	0.1165609064
839	0.1165364912
840	0.1164386042
841	0.1164250067
842	0.1163779174
843	0.1163311705
844	0.116322687
845	0.1162542627
846	0.1162056274
847	0.116158338
848	0.1161076303
849	0.1160366164
850	0.1159707206
851	0.1159174341
852	0.1159043022
853	0.1158761877
854	0.1158118756
855	0.1157765279
856	0.1157203675
857	0.115646986
858	0.115579471
859	0.115519519
860	0.1154665815
861	0.1154521516
862	0.1154291734
863	0.1153998322
864	0.11534028
865	0.1153257089
866	0.1152716273
867	0.1152503728
868	0.1152173068
869	0.1152025449
870	0.1151696993
871	0.1150928212
872	0.115066862
873	0.1150258266
874	0.1149384753
875	0.1149197504
876	0.1148732198
877	0.1148453743
878	0.1148038169
879	0.1147745486
880	0.1147301919
881	0.1146557588
882	0.1145834107
883	0.1145693706
884	0.1145500328
885	0.1144986297
886	0.1144386002
887	0.1143919499
888	0.1143421187
889	0.1142671581
890	0.1142609183
891	0.1142204641
892	0.1141583297
893	0.1141355912
894	0.1141128274
895	0.1140552367
896	0.1140365546
897	0.1140260823
898	0.114017789
899	0.1139841617
900	0.1139406655
901	0.1139139326
902	0.1138377793
903	0.1138094587
904	0.113763051
905	0.1137341583
906	0.1137168228
907	0.1136594644
908	0.1136361939
909	0.113629196
910	0.1135829081
911	0.1135591751
912	0.1134836455
913	0.1133935356
914	0.1133448232
915	0.1133251606
916	0.1132626226
917	0.1132150499
918	0.11316133
919	0.1131475761
920	0.1131004727
921	0.1130720037
922	0.1130645688
923	0.1130081968
924	0.1129884706
925	0.1129626973
926	0.1129484321
927	0.1128708695
928	0.112803637
929	0.1127627947
930	0.1127402081
931	0.1126937841
932	0.1126336604
933	0.1125823688
934	0.1125630441
935	0.1124860045
936	0.112463524
937	0.1124438535
938	0.1124154548
939	0.1123597139
940	0.1123187214
941	0.1122816063
942	0.1122411248
943	0.1122172645
944	0.1121776438
945	0.1121368882
946	0.1121018624
947	0.1120728216
948	0.1120346536
949	0.1120020567
950	0.1119240995
951	0.111900233
952	0.1118677465
953	0.1118136423
954	0.1117800663
955	0.1117451201
956	0.1116840827
957	0.1116506465
958	0.1116256671
959	0.1115273157
960	0.1114583584
961	0.1114583229
962	0.1114477479
963	0.1114342767
964	0.1114158864
965	0.1113691468
966	0.1113075082
967	0.1112424952
968	0.1111848014
969	0.1110539541
970	0.1110172679
971	0.1110132088
972	0.1109993244
973	0.1109858135
974	0.1109725511
975	0.1109380949
976	0.1109045392
977	0.1108712468
978	0.1107687915
979	0.1107103418
980	0.1106289544
981	0.1105977242
982	0.1105676483
983	0.1105194641
984	0.1104424763
985	0.1103764445
986	0.1103512042
987	0.1102782069
988	0.1102250989
989	0.1101851194
990	0.1101525328
991	0.1100829044
992	0.1100226178
993	0.110006754
994	0.110006754
995	0.1099638143
996	0.109903927
997	0.1099038304
998	0.1098049113
999	0.109749852
